Date,totalSteps,restingHeartRate,sleepTimeSeconds,awakeSleepSeconds,avgSleepStress,cluster
2024-01-01,1530.0,78,34380,660,46.0,0
2024-01-02,1837.0,67,29580,240,15.0,1
2024-01-02,1837.0,67,29580,240,15.0,1
2024-01-03,2271.0,76,24840,60,24.0,0
2024-01-03,2271.0,76,24840,60,24.0,0
2024-01-04,7719.0,70,27300,180,16.0,1
2024-01-04,7719.0,70,27300,180,16.0,1
2024-01-04,7719.0,70,27300,180,16.0,1
2024-01-04,7719.0,70,27300,180,16.0,1
2024-01-05,7179.0,76,24960,1200,50.0,0
2024-01-05,7179.0,76,24960,1200,50.0,0
2024-01-06,5555.0,75,31320,480,31.0,0
2024-01-06,5555.0,75,31320,480,31.0,0
2024-01-07,10843.0,73,33360,60,29.0,1
2024-01-07,10843.0,73,33360,60,29.0,1
2024-01-08,1642.0,73,27960,240,23.0,1
2024-01-08,1642.0,73,27960,240,23.0,1
2024-01-09,1914.0,72,25080,1020,40.0,0
2024-01-09,1914.0,72,25080,1020,40.0,0
2024-01-10,7498.0,69,29040,900,12.0,1
2024-01-10,7498.0,69,29040,900,12.0,1
2024-01-11,5037.0,73,27540,180,23.0,1
2024-01-11,5037.0,73,27540,180,23.0,1
2024-01-12,1939.0,70,28620,240,20.0,1
2024-01-12,1939.0,70,28620,240,20.0,1
2024-01-13,11815.0,70,30960,120,31.0,1
2024-01-13,11815.0,70,30960,120,31.0,1
2024-01-14,7888.0,70,33240,240,20.0,1
2024-01-14,7888.0,70,33240,240,20.0,1
2024-01-15,5625.0,68,31620,360,22.0,1
2024-01-15,5625.0,68,31620,360,22.0,1
2024-01-16,1771.0,68,21720,300,32.0,0
2024-01-16,1771.0,68,21720,300,32.0,0
2024-01-17,3790.0,65,35220,60,9.0,1
2024-01-17,3790.0,65,35220,60,9.0,1
2024-01-18,1640.0,66,30600,780,27.0,1
2024-01-18,1640.0,66,30600,780,27.0,1
2024-01-19,3676.0,67,29220,1080,28.0,1
2024-01-19,3676.0,67,29220,1080,28.0,1
2024-01-20,8258.0,71,28800,660,44.0,0
2024-01-20,8258.0,71,28800,660,44.0,0
2024-01-21,2649.0,74,19500,60,31.0,0
2024-01-21,2649.0,74,19500,60,31.0,0
2024-01-22,2210.0,70,32340,180,22.0,1
2024-01-22,2210.0,70,32340,180,22.0,1
2024-01-23,8135.0,70,24694,660,22.0,1
2024-01-23,8135.0,70,24694,660,22.0,1
2024-01-24,3340.0,73,30240,720,35.0,0
2024-01-24,3340.0,73,30240,720,35.0,0
2024-01-25,2283.0,78,28200,60,28.0,0
2024-01-25,2283.0,78,28200,60,28.0,0
2024-01-26,7324.0,75,30180,720,25.0,1
2024-01-26,7324.0,75,30180,720,25.0,1
2024-01-27,2902.0,77,34980,1380,40.0,0
2024-01-27,2902.0,77,34980,1380,40.0,0
2024-01-28,12873.0,69,31920,60,19.0,1
2024-01-28,12873.0,69,31920,60,19.0,1
2024-01-29,1436.0,71,32040,300,24.0,1
2024-01-29,1436.0,71,32040,300,24.0,1
2024-01-30,3579.0,75,27300,1140,25.0,0
2024-01-30,3579.0,75,27300,1140,25.0,0
2024-01-31,8216.0,73,30180,2880,25.0,0
2024-01-31,8216.0,73,30180,2880,25.0,0
2024-02-01,5823.0,72,28800,660,22.0,1
2024-02-01,5823.0,72,28800,660,22.0,1
2024-02-02,10464.0,77,30780,60,27.0,0
2024-02-02,10464.0,77,30780,60,27.0,0
2024-02-03,15193.0,78,32880,180,38.0,0
2024-02-03,15193.0,78,32880,180,38.0,0
2024-02-04,6281.0,73,26580,480,33.0,0
2024-02-04,6281.0,73,26580,480,33.0,0
2024-02-05,10179.0,63,36120,1500,13.0,1
2024-02-05,10179.0,63,36120,1500,13.0,1
2024-02-06,2126.0,72,29040,660,39.0,0
2024-02-06,2126.0,72,29040,660,39.0,0
2024-02-07,2909.0,72,35040,1620,20.0,1
2024-02-07,2909.0,72,35040,1620,20.0,1
2024-02-08,2173.0,72,28920,780,35.0,0
2024-02-08,2173.0,72,28920,780,35.0,0
2024-02-09,2623.0,75,26562,8940,48.0,0
2024-02-09,2623.0,75,26562,8940,48.0,0
2024-02-10,2874.0,72,32700,180,20.0,1
2024-02-10,2874.0,72,32700,180,20.0,1
2024-02-11,10351.0,72,35340,2280,19.0,1
2024-02-11,10351.0,72,35340,2280,19.0,1
2024-02-12,2888.0,83,10620,1980,55.0,0
2024-02-12,2888.0,83,10620,1980,55.0,0
2024-02-13,2902.0,75,28800,4320,22.0,0
2024-02-13,2902.0,75,28800,4320,22.0,0
2024-02-14,2668.0,76,28294,1140,39.0,0
2024-02-14,2668.0,76,28294,1140,39.0,0
2024-02-15,3015.0,71,31620,1380,20.0,1
2024-02-15,3015.0,71,31620,1380,20.0,1
2024-02-16,6721.0,71,28140,540,20.0,1
2024-02-16,6721.0,71,28140,540,20.0,1
2024-02-17,2792.0,74,23760,660,50.0,0
2024-02-17,2792.0,74,23760,660,50.0,0
2024-02-18,10117.0,76,38340,1500,21.0,1
2024-02-18,10117.0,76,38340,1500,21.0,1
2024-02-19,9198.0,73,30120,360,30.0,1
2024-02-19,9198.0,73,30120,360,30.0,1
2024-02-20,3146.0,72,34260,300,30.0,1
2024-02-20,3146.0,72,34260,300,30.0,1
2024-02-21,3800.0,79,30480,180,29.0,0
2024-02-21,3800.0,79,30480,180,29.0,0
2024-02-22,2190.0,76,32580,540,34.0,0
2024-02-22,2190.0,76,32580,540,34.0,0
2024-02-23,10841.0,77,31080,1080,26.0,0
2024-02-23,10841.0,77,31080,1080,26.0,0
2024-02-24,17389.0,79,27120,60,43.0,0
2024-02-24,17389.0,79,27120,60,43.0,0
2024-02-24,17389.0,79,27120,60,43.0,0
2024-02-24,17389.0,79,27120,60,43.0,0
2024-02-25,11951.0,75,30120,0,23.0,1
2024-02-25,11951.0,75,30120,0,23.0,1
2024-02-26,3616.0,78,28020,120,34.0,0
2024-02-26,3616.0,78,28020,120,34.0,0
2024-02-27,9575.0,79,29400,0,29.0,0
2024-02-27,9575.0,79,29400,0,29.0,0
2024-02-28,1789.0,75,31440,2280,37.0,0
2024-02-28,1789.0,75,31440,2280,37.0,0
2024-02-29,10953.0,73,29940,0,17.0,1
2024-02-29,10953.0,73,29940,0,17.0,1
2024-03-01,2201.0,78,27060,1020,36.0,0
2024-03-01,2201.0,78,27060,1020,36.0,0
2024-03-02,11190.0,80,20880,60,39.0,0
2024-03-02,11190.0,80,20880,60,39.0,0
2024-03-03,18538.0,73,35040,1080,25.0,1
2024-03-03,18538.0,73,35040,1080,25.0,1
2024-03-04,4230.0,72,29213,1140,16.0,1
2024-03-04,4230.0,72,29213,1140,16.0,1
2024-03-05,1820.0,72,28080,300,25.0,1
2024-03-05,1820.0,72,28080,300,25.0,1
2024-03-06,9945.0,71,31246,2580,19.0,1
2024-03-06,9945.0,71,31246,2580,19.0,1
2024-03-07,4611.0,72,28200,60,23.0,1
2024-03-07,4611.0,72,28200,60,23.0,1
2024-03-08,10577.0,72,25140,720,22.0,1
2024-03-08,10577.0,72,25140,720,22.0,1
2024-03-09,15979.0,72,35700,780,30.0,1
2024-03-09,15979.0,72,35700,780,30.0,1
2024-03-10,7248.0,72,32580,1260,23.0,1
2024-03-10,7248.0,72,32580,1260,23.0,1
2024-03-11,9220.0,72,32400,780,20.0,1
2024-03-11,9220.0,72,32400,780,20.0,1
2024-03-12,6531.0,72,34680,600,24.0,1
2024-03-12,6531.0,72,34680,600,24.0,1
2024-03-13,7451.0,71,29280,780,21.0,1
2024-03-13,7451.0,71,29280,780,21.0,1
2024-03-14,11259.0,63,32520,900,11.0,1
2024-03-14,11259.0,63,32520,900,11.0,1
2024-03-15,2279.0,72,27900,1920,13.0,1
2024-03-15,2279.0,72,27900,1920,13.0,1
2024-03-16,21105.0,72,31557,480,15.0,1
2024-03-16,21105.0,72,31557,480,15.0,1
2024-03-17,12201.0,71,33300,1140,23.0,1
2024-03-17,12201.0,71,33300,1140,23.0,1
2024-03-18,3178.0,71,27300,780,19.0,1
2024-03-18,3178.0,71,27300,780,19.0,1
2024-03-19,4520.0,75,26280,1020,21.0,0
2024-03-19,4520.0,75,26280,1020,21.0,0
2024-03-20,3513.0,72,32100,2100,17.0,1
2024-03-20,3513.0,72,32100,2100,17.0,1
2024-03-21,3943.0,72,27060,1260,24.0,1
2024-03-21,3943.0,72,27060,1260,24.0,1
2024-03-22,4225.0,68,30900,60,11.0,1
2024-03-22,4225.0,68,30900,60,11.0,1
2024-03-23,4148.0,79,29100,1380,38.0,0
2024-03-23,4148.0,79,29100,1380,38.0,0
2024-03-24,22217.0,75,29880,2460,23.0,0
2024-03-24,22217.0,75,29880,2460,23.0,0
2024-03-25,2307.0,75,28800,600,21.0,1
2024-03-25,2307.0,75,28800,600,21.0,1
2024-03-26,2779.0,78,26040,60,30.0,0
2024-03-26,2779.0,78,26040,60,30.0,0
2024-03-27,7447.0,75,28860,1500,29.0,0
2024-03-27,7447.0,75,28860,1500,29.0,0
2024-03-28,3471.0,74,26580,120,27.0,0
2024-03-28,3471.0,74,26580,120,27.0,0
2024-03-29,4020.0,74,31761,420,33.0,0
2024-03-29,4020.0,74,31761,420,33.0,0
2024-03-30,13441.0,79,23580,60,37.0,0
2024-03-30,13441.0,79,23580,60,37.0,0
2024-03-31,3421.0,72,29280,1560,23.0,1
2024-03-31,3421.0,72,29280,1560,23.0,1
2024-04-01,8630.0,70,32100,360,16.0,1
2024-04-01,8630.0,70,32100,360,16.0,1
2024-04-02,2435.0,79,26520,1020,38.0,0
2024-04-02,2435.0,79,26520,1020,38.0,0
2024-04-03,9652.0,72,28080,1260,24.0,1
2024-04-03,9652.0,72,28080,1260,24.0,1
2024-04-04,4047.0,69,27180,1440,14.0,1
2024-04-04,4047.0,69,27180,1440,14.0,1
2024-04-05,3732.0,79,27960,1680,30.0,0
2024-04-05,3732.0,79,27960,1680,30.0,0
2024-04-06,24517.0,74,31320,540,21.0,1
2024-04-06,24517.0,74,31320,540,21.0,1
2024-04-07,3442.0,77,32220,300,28.0,0
2024-04-07,3442.0,77,32220,300,28.0,0
2024-04-08,2189.0,68,31140,2280,16.0,1
2024-04-08,2189.0,68,31140,2280,16.0,1
2024-04-09,2044.0,72,27660,1380,21.0,1
2024-04-09,2044.0,72,27660,1380,21.0,1
2024-04-10,1325.0,71,34620,1440,18.0,1
2024-04-10,1325.0,71,34620,1440,18.0,1
2024-04-11,4302.0,71,31680,1980,17.0,1
2024-04-11,4302.0,71,31680,1980,17.0,1
2024-04-12,3723.0,77,26700,1140,35.0,0
2024-04-12,3723.0,77,26700,1140,35.0,0
2024-04-13,3753.0,77,32580,3420,28.0,0
2024-04-13,3753.0,77,32580,3420,28.0,0
2024-04-14,3732.0,75,31980,1320,22.0,1
2024-04-14,3732.0,75,31980,1320,22.0,1
2024-04-15,9352.0,74,36180,2220,30.0,1
2024-04-15,9352.0,74,36180,2220,30.0,1
2024-04-16,3430.0,76,28140,360,25.0,0
2024-04-16,3430.0,76,28140,360,25.0,0
2024-04-17,3554.0,76,26100,0,21.0,0
2024-04-17,3554.0,76,26100,0,21.0,0
2024-04-18,2839.0,72,30240,900,17.0,1
2024-04-18,2839.0,72,30240,900,17.0,1
2024-04-19,2945.0,73,28620,4320,27.0,0
2024-04-19,2945.0,73,28620,4320,27.0,0
2024-04-20,3435.0,77,31380,2040,23.0,0
2024-04-20,3435.0,77,31380,2040,23.0,0
2024-04-21,2889.0,68,32940,780,20.0,1
2024-04-21,2889.0,68,32940,780,20.0,1
2024-04-22,9041.0,71,30600,3000,28.0,1
2024-04-22,9041.0,71,30600,3000,28.0,1
2024-04-23,3793.0,74,31380,120,22.0,1
2024-04-23,3793.0,74,31380,120,22.0,1
2024-04-24,8546.0,74,25200,780,26.0,0
2024-04-24,8546.0,74,25200,780,26.0,0
2024-04-25,2664.0,72,32160,840,20.0,1
2024-04-25,2664.0,72,32160,840,20.0,1
2024-04-26,3563.0,77,27600,1680,25.0,0
2024-04-26,3563.0,77,27600,1680,25.0,0
2024-04-27,32947.0,72,24600,1140,22.0,0
2024-04-27,32947.0,72,24600,1140,22.0,0
2024-04-28,2701.0,70,31680,1800,18.0,1
2024-04-28,2701.0,70,31680,1800,18.0,1
2024-04-29,4696.0,71,29640,240,20.0,1
2024-04-29,4696.0,71,29640,240,20.0,1
2024-04-30,3416.0,72,25920,480,18.0,1
2024-04-30,3416.0,72,25920,480,18.0,1
2024-05-01,4310.0,69,26460,60,18.0,1
2024-05-01,4310.0,69,26460,60,18.0,1
2024-05-02,2957.0,75,25980,2580,24.0,0
2024-05-02,2957.0,75,25980,2580,24.0,0
2024-05-03,3176.0,68,29520,300,15.0,1
2024-05-03,3176.0,68,29520,300,15.0,1
2024-05-04,16445.0,70,32460,1200,16.0,1
2024-05-04,16445.0,70,32460,1200,16.0,1
2024-05-04,16445.0,70,32460,1200,16.0,1
2024-05-04,16445.0,70,32460,1200,16.0,1
2024-05-05,2869.0,73,29280,1920,24.0,1
2024-05-05,2869.0,73,29280,1920,24.0,1
2024-05-06,3344.0,71,31020,4140,25.0,1
2024-05-06,3344.0,71,31020,4140,25.0,1
2024-05-07,1484.0,74,22260,540,21.0,0
2024-05-07,1484.0,74,22260,540,21.0,0
2024-05-08,3913.0,68,28560,0,14.0,1
2024-05-08,3913.0,68,28560,0,14.0,1
2024-05-09,3604.0,67,28380,0,21.0,1
2024-05-09,3604.0,67,28380,0,21.0,1
2024-05-10,4630.0,72,31200,600,20.0,1
2024-05-10,4630.0,72,31200,600,20.0,1
2024-05-11,5119.0,71,25620,60,23.0,1
2024-05-11,5119.0,71,25620,60,23.0,1
2024-05-12,4992.0,71,30960,1440,17.0,1
2024-05-12,4992.0,71,30960,1440,17.0,1
2024-05-13,6673.0,70,25560,60,37.0,0
2024-05-13,6673.0,70,25560,60,37.0,0
2024-05-14,5173.0,73,27780,120,27.0,1
2024-05-14,5173.0,73,27780,120,27.0,1
2024-05-15,3530.0,73,26160,0,23.0,1
2024-05-15,3530.0,73,26160,0,23.0,1
2024-05-16,20041.0,74,18000,0,31.0,0
2024-05-16,20041.0,74,18000,0,31.0,0
2024-05-17,2160.0,66,30900,120,24.0,1
2024-05-17,2160.0,66,30900,120,24.0,1
2024-05-18,3085.0,72,32640,120,20.0,1
2024-05-18,3085.0,72,32640,120,20.0,1
2024-05-19,2972.0,70,34620,960,16.0,1
2024-05-19,2972.0,70,34620,960,16.0,1
2024-05-20,4293.0,70,28740,240,18.0,1
2024-05-20,4293.0,70,28740,240,18.0,1
2024-05-21,3375.0,75,28140,1560,38.0,0
2024-05-21,3375.0,75,28140,1560,38.0,0
2024-05-22,3924.0,73,27120,120,20.0,1
2024-05-22,3924.0,73,27120,120,20.0,1
2024-05-23,5120.0,75,27000,2280,46.0,0
2024-05-23,5120.0,75,27000,2280,46.0,0
2024-05-24,15926.0,72,22260,180,33.0,0
2024-05-24,15926.0,72,22260,180,33.0,0
2024-05-25,14924.0,77,24000,240,41.0,0
2024-05-25,14924.0,77,24000,240,41.0,0
2024-05-26,8359.0,76,26580,180,28.0,0
2024-05-26,8359.0,76,26580,180,28.0,0
2024-05-27,12183.0,76,28620,900,22.0,0
2024-05-27,12183.0,76,28620,900,22.0,0
2024-05-28,16642.0,75,24960,60,31.0,0
2024-05-28,16642.0,75,24960,60,31.0,0
2024-05-29,14937.0,79,26939,480,30.0,0
2024-05-29,14937.0,79,26939,480,30.0,0
2024-05-30,4533.0,73,34140,360,25.0,1
2024-05-30,4533.0,73,34140,360,25.0,1
2024-05-31,9469.0,74,31620,1860,30.0,0
2024-05-31,9469.0,74,31620,1860,30.0,0
2024-06-01,6620.0,69,30960,1560,29.0,1
2024-06-01,6620.0,69,30960,1560,29.0,1
2024-06-02,2717.0,69,30960,1080,24.0,1
2024-06-02,2717.0,69,30960,1080,24.0,1
2024-06-03,2339.0,65,26700,360,15.0,1
2024-06-03,2339.0,65,26700,360,15.0,1
2024-06-04,1969.0,72,30060,240,21.0,1
2024-06-04,1969.0,72,30060,240,21.0,1
2024-06-05,2574.0,70,32100,360,16.0,1
2024-06-05,2574.0,70,32100,360,16.0,1
2024-06-06,6702.0,72,24960,1440,29.0,0
2024-06-06,6702.0,72,24960,1440,29.0,0
2024-06-07,2486.0,69,29940,480,22.0,1
2024-06-07,2486.0,69,29940,480,22.0,1
2024-06-08,6984.0,74,22980,1800,39.0,0
2024-06-08,6984.0,74,22980,1800,39.0,0
2024-06-09,4213.0,74,31320,780,19.0,1
2024-06-09,4213.0,74,31320,780,19.0,1
2024-06-10,9397.0,70,30600,0,13.0,1
2024-06-10,9397.0,70,30600,0,13.0,1
2024-06-11,8220.0,69,27540,300,17.0,1
2024-06-11,8220.0,69,27540,300,17.0,1
2024-06-12,3042.0,71,27540,180,23.0,1
2024-06-12,3042.0,71,27540,180,23.0,1
2024-06-13,4854.0,71,29640,1500,22.0,1
2024-06-13,4854.0,71,29640,1500,22.0,1
2024-06-14,3102.0,72,28320,240,25.0,1
2024-06-14,3102.0,72,28320,240,25.0,1
2024-06-15,9495.0,75,26280,420,27.0,0
2024-06-15,9495.0,75,26280,420,27.0,0
2024-06-16,3005.0,75,31200,600,24.0,1
2024-06-16,3005.0,75,31200,600,24.0,1
2024-06-17,1023.0,76,25080,420,23.0,0
2024-06-17,1023.0,76,25080,420,23.0,0
2024-06-18,1742.0,75,28980,480,19.0,1
2024-06-18,1742.0,75,28980,480,19.0,1
2024-06-19,2405.0,80,21060,120,36.0,0
2024-06-19,2405.0,80,21060,120,36.0,0
2024-06-20,4271.0,76,26220,120,22.0,0
2024-06-20,4271.0,76,26220,120,22.0,0
2024-06-21,16689.0,74,24360,60,20.0,0
2024-06-21,16689.0,74,24360,60,20.0,0
2024-06-22,20186.0,77,33300,1320,34.0,0
2024-06-22,20186.0,77,33300,1320,34.0,0
2024-06-23,11924.0,69,39780,0,22.0,1
2024-06-23,11924.0,69,39780,0,22.0,1
2024-06-24,8460.0,70,24000,60,19.0,1
2024-06-24,8460.0,70,24000,60,19.0,1
2024-06-25,1177.0,71,31440,120,16.0,1
2024-06-25,1177.0,71,31440,120,16.0,1
2024-06-26,7916.0,75,29640,1020,24.0,1
2024-06-26,7916.0,75,29640,1020,24.0,1
2024-06-27,1786.0,72,30900,1140,20.0,1
2024-06-27,1786.0,72,30900,1140,20.0,1
2024-06-28,2704.0,72,26100,780,40.0,0
2024-06-28,2704.0,72,26100,780,40.0,0
2024-06-29,7479.0,72,32580,180,25.0,1
2024-06-29,7479.0,72,32580,180,25.0,1
2024-06-30,2442.0,76,28380,0,26.0,0
2024-06-30,2442.0,76,28380,0,26.0,0
2024-07-01,1964.0,71,29940,0,22.0,1
2024-07-01,1964.0,71,29940,0,22.0,1
2024-07-02,2482.0,71,30840,180,17.0,1
2024-07-02,2482.0,71,30840,180,17.0,1
2024-07-03,9586.0,75,21060,720,24.0,0
2024-07-03,9586.0,75,21060,720,24.0,0
2024-07-04,5441.0,77,22980,360,33.0,0
2024-07-04,5441.0,77,22980,360,33.0,0
2024-07-05,9274.0,70,33720,0,15.0,1
2024-07-05,9274.0,70,33720,0,15.0,1
2024-07-06,8915.0,75,36900,1260,26.0,1
2024-07-06,8915.0,75,36900,1260,26.0,1
2024-07-07,3498.0,68,26429,360,21.0,1
2024-07-07,3498.0,68,26429,360,21.0,1
2024-07-08,2395.0,74,30060,60,19.0,1
2024-07-08,2395.0,74,30060,60,19.0,1
2024-07-09,7899.0,73,29160,60,20.0,1
2024-07-09,7899.0,73,29160,60,20.0,1
2024-07-10,8209.0,71,24120,60,24.0,1
